TimeStamp,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
00:00:36:632,-0.07,-0.40,0.85,-0.05,-0.04,-0.01
00:00:36:732,-0.03,-0.31,1.06,0.11,0.05,0.02
00:00:36:832,0.05,-0.25,1.09,-0.03,0.11,0.03
00:00:36:932,0.02,-0.17,1.04,-0.12,0.05,0.08
00:00:37:032,-0.04,-0.14,1.16,-0.04,0.10,0.04
00:00:37:132,-0.07,-0.19,0.92,0.03,0.03,-0.03
00:00:37:232,-0.14,-0.33,1.18,-0.07,0.13,-0.03
00:00:37:332,-0.05,-0.11,1.08,-0.12,0.00,-0.04
00:00:37:432,-0.06,-0.19,1.08,-0.13,-0.05,-0.06
00:00:37:532,-0.11,-0.30,0.90,-0.16,-0.02,-0.09
00:00:37:632,0.01,-0.35,0.85,-0.06,-0.06,-0.06
00:00:37:732,-0.00,-0.26,1.10,-0.10,-0.02,-0.03
00:00:37:832,0.00,-0.33,0.99,0.13,-0.02,-0.03
00:00:37:932,-0.10,-0.46,0.98,-0.10,0.01,-0.02
00:00:38:032,-0.00,-0.25,1.08,-0.19,-0.01,-0.01
00:00:38:132,-0.01,-0.19,1.08,-0.18,-0.03,-0.01
00:00:38:232,-0.00,-0.30,1.00,-0.05,-0.00,0.01
00:00:38:332,-0.04,-0.49,0.86,0.01,0.00,-0.03
00:00:38:432,-0.03,-0.43,0.71,0.08,-0.06,-0.04
00:00:38:532,-0.07,-0.39,1.00,-0.24,0.02,-0.03
